task,model,attack,epsilon,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,asr,evasion_asr,snn_agreement,num_features,time_window
multi,RF,BBA,0.2,0.7570099580712788,0.7550598575733513,0.12670335429769392,0.10693771438278457,0.6303066037735849,0.7456100929740981,0.3703055076317703,0.8446016771488469,263.0, (1hours)
multi,RF,BBA,0.3,0.7570099580712788,0.7550598575733513,0.11202830188679246,0.08963803620465838,0.6449816561844863,0.7739463046182103,0.3329562463490507,0.8446016771488469,263.0, (1hours)
multi,RF,DBA-style,0.05,0.7570099580712788,0.7550598575733513,0.6676493710691824,0.664589202128816,0.08936058700209645,0.12655990091412353,0.10816493951200407,0.8446016771488469,263.0, (1hours)
multi,RF,DBA-style,0.1,0.7570099580712788,0.7550598575733513,0.6657494758909853,0.6626341322090816,0.0912604821802935,0.12868044582250945,0.10909524658387018,0.8446016771488469,263.0, (1hours)
multi,RF,DBA-style,0.2,0.7570099580712788,0.7550598575733513,0.6645047169811321,0.6613664525657748,0.09250524109014671,0.13027452761863426,0.10883020533493794,0.8446016771488469,263.0, (1hours)
multi,RF,DBA-style,0.3,0.7570099580712788,0.7550598575733513,0.6640461215932913,0.6609062869410698,0.09296383647798742,0.1312005813904937,0.1089628313296329,0.8446016771488469,263.0, (1hours)
multi,RF,FGSM-SNN,0.05,0.7570099580712788,0.7550598575733513,0.4065120545073375,0.3942829941930161,0.3504979035639413,0.5120603988298826,0.24423320733836643,0.8446016771488469,263.0, (1hours)
multi,RF,FGSM-SNN,0.1,0.7570099580712788,0.7550598575733513,0.3425707547169811,0.32113628289175716,0.4144392033542977,0.5493209015013278,0.23099955738633607,0.8446016771488469,263.0, (1hours)
multi,RF,FGSM-SNN,0.2,0.7570099580712788,0.7550598575733513,0.279022536687631,0.23484967985138167,0.4779874213836478,0.5888509356259332,0.20855236803441313,0.8446016771488469,263.0, (1hours)
multi,RF,FGSM-SNN,0.3,0.7570099580712788,0.7550598575733513,0.22536687631027252,0.18063708936193612,0.5316430817610063,0.6407118504420509,0.21207793929064686,0.8446016771488469,263.0, (1hours)
