task,fold,model,attack,epsilon,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,asr,evasion_asr,snn_agreement,num_classes,num_features
multi,2,XGBoost,PGD-20-SNN,0.1,0.6137316561844863,0.513407757341877,0.3812893081761006,0.27797000877250533,0.2324423480083857,0.37955555555555553,0.04,0.9088050314465409,6,453
multi,2,XGBoost,BBA,0.1,0.6137316561844863,0.513407757341877,0.3359538784067086,0.21634301436045167,0.27777777777777773,0.43822222222222224,0.03866666666666667,0.9088050314465409,6,453
multi,2,XGBoost,DBA-style,0.1,0.6137316561844863,0.513407757341877,0.6037735849056604,0.503793236705752,0.009958071278825975,0.016,0.00044444444444444447,0.9088050314465409,6,453
multi,2,XGBoost,FGSM-SNN,0.2,0.6137316561844863,0.513407757341877,0.4200733752620545,0.3135857785398661,0.1936582809224318,0.3031111111111111,0.11955555555555555,0.9088050314465409,6,453
multi,2,XGBoost,PGD-10-SNN,0.2,0.6137316561844863,0.513407757341877,0.35744234800838576,0.24774487523490152,0.25628930817610057,0.42044444444444445,0.19333333333333333,0.9088050314465409,6,453
multi,2,XGBoost,PGD-20-SNN,0.2,0.6137316561844863,0.513407757341877,0.36058700209643607,0.25410431111816334,0.25314465408805026,0.41333333333333333,0.184,0.9088050314465409,6,453
multi,2,XGBoost,BBA,0.2,0.6137316561844863,0.513407757341877,0.324685534591195,0.2051829935684825,0.28904612159329135,0.45155555555555554,0.048,0.9088050314465409,6,453
multi,2,XGBoost,DBA-style,0.2,0.6137316561844863,0.513407757341877,0.6061320754716981,0.5058165495255036,0.007599580712788212,0.012,0.00044444444444444447,0.9088050314465409,6,453
multi,2,XGBoost,FGSM-SNN,0.3,0.6137316561844863,0.513407757341877,0.41823899371069184,0.3130332454187878,0.1954926624737945,0.312,0.17244444444444446,0.9088050314465409,6,453
multi,2,XGBoost,PGD-10-SNN,0.3,0.6137316561844863,0.513407757341877,0.355083857442348,0.2459264698468533,0.25864779874213834,0.4275555555555556,0.26622222222222225,0.9088050314465409,6,453
multi,2,XGBoost,PGD-20-SNN,0.3,0.6137316561844863,0.513407757341877,0.3532494758909853,0.24126944794710087,0.260482180293501,0.43066666666666664,0.2617777777777778,0.9088050314465409,6,453
multi,2,XGBoost,BBA,0.3,0.6137316561844863,0.513407757341877,0.3231132075471698,0.20205684597533727,0.2906184486373165,0.4528888888888889,0.05688888888888889,0.9088050314465409,6,453
